latitude,longitude,speed,heading,accuracy,altitude,time
36.06378052124076,-79.89526445852113,8.920000076293945,185.5966339111328,5,265.6828518502066,1579209037995.4065
36.06373076239742,-79.89527702460003,8.920000076293945,191.8184356689453,5,265.1069781922538,1579209038995.3867
36.06360401028382,-79.89532489391252,8.8100004196167,205.0247802734375,5,264.86099279379346,1579209039995.367
36.06353099266478,-79.89536698776493,8.890000343322754,213.80630493164062,5,264.6117169164511,1579209040995.3472
36.063462440576934,-79.89542519529414,9.260000228881836,220.63983154296875,5,264.23053295599675,1579209041995.3284
36.063403497836525,-79.895489846011,8.789999961853027,229.0032196044922,5,263.84662930940465,1579209042995.3093
36.06335076893801,-79.89556456280684,8.829999923706055,229.0032196044922,5,263.42185904113074,1579209043995.2898
36.06330411924761,-79.895653389583,8.84000015258789,239.53114318847656,5,262.69758361303707,1579209044995.27
36.06326669666432,-79.89574630928735,8.880000114440918,245.2664031982422,5,262.3378453760587,1579209045995.2502
36.063236354218596,-79.89585993921895,9.449999809265137,253.51132202148438,5,262.0701068982757,1579209046995.2317
36.06322104325036,-79.89597086595052,9.859999656677246,260.92156982421875,5,261.44703080714373,1579209047995.212
36.06321922181647,-79.89605529169671,10.34000015258789,269.0650329589844,5,261.09926155040836,1579209048995.1924
36.06323544459445,-79.8961981325632,10.760000228881836,281.60943603515625,5,260.94742934917133,1579209049995.173
36.06325265835923,-79.89632007588477,11.399999618530273,287.09100341796875,5,260.1747053495395,1579209050995.153
36.06334182461123,-79.89644138052472,11.869999885559082,292.01025390625,5,260.043769778889,1579209051995.1343
36.06335143238933,-79.89656205909955,11.960000038146973,292.01025390625,5,260.0360429658558,1579209052995.1147
36.063375482177985,-79.89669627177119,12.40999984741211,292.01025390625,5,260.3416571394414,1579209053995.096
36.06342331427275,-79.89681154012248,12.270000457763672,292.01025390625,5,260.6003650405809,1579209054995.0752
36.063464483601564,-79.89693697649307,11.59000015258789,292.01025390625,5,260.9899129113634,1579209055995.0562
36.06349667369784,-79.8970350545759,11.020000457763672,292.01025390625,5,261.8986153755282,1579209056995.037
36.06355253146598,-79.89716179795943,10.949999809265137,302.5660400390625,5,262.3285988825844,1579209057995.0178
36.06360895208851,-79.89726137550599,11.0600004196167,306.7489318847656,5,262.4994539562479,1579209058994.9985
36.06367629085208,-79.89738594982773,11.4399995803833,311.4583435058594,5,263.0337257395952,1579209059994.9792
36.06375547435035,-79.8974871108458,11.890000343322754,320.368408203125,5,263.4086246674226,1579209060994.9597
36.063843207821684,-79.89782803498294,12.210000038146973,325.057373046875,5,263.60192655793304,1579209061994.94
36.06393410720273,-79.89759401372476,12.460000038146973,330.9132385253906,5,264.05984903434,1579209062994.9207
36.06403697601557,-79.89765497678445,11.819999694824219,334.3271484375,5,264.29037535586684,1579209063994.9001
36.064130438452075,-79.89771233390286,11.800000190734863,332.60906982421875,5,264.3571490923146,1579209064994.8818
36.064222613893,-79.89777115784688,10.489999771118164,332.60906982421875,5,265.15436563167475,1579209065994.8616
36.06430660866115,-79.89783162289842,9.619999885559082,329.67559814453125,5,265.4497715402125,1579209066994.842
36.064379231521045,-79.89788394154453,8.430000305175781,329.67559814453125,5,265.80298150081825,1579209067994.8235
36.06444054720914,-79.89793008058996,6.96999979019165,327.6571044921875,5,266.2088130355012,1579209068994.804
36.06448415589885,-79.89796409104696,4.519999980926514,327.6571044921875,5,266.4965450829069,1579209069994.7854
36.06452526528022,-79.89800767049184,1.7899999618530273,319.5703125,5,267.2067951012425,1579209073994.7068
36.0645389696919,-79.89807698883106,3.559999942779541,271.0546875,5,267.3460470422543,1579209075994.668
36.06453117452195,-79.89813876345744,5.190000057220459,254.8828125,5,267.0571461580574,1579209076994.6487
36.06451164468756,-79.89820850089183,6.619999885559082,249.2578125,5,266.2496101040128,1579209077994.629
36.06447757225117,-79.89827866742137,8.229999542236328,246.4453125,5,265.81468413083905,1579209078994.609
36.06440567938362,-79.89834295984923,8.229999542236328,248.2186737060547,5,265.1660698482285,1579209079994.5898
36.06437675548896,-79.89843210994405,8.229999542236328,248.2186737060547,5,264.53199741165633,1579209080994.5703
36.06434993776979,-79.89851704105769,8.520000457763672,249.766845703125,5,263.0894377340901,1579209081994.5508
36.06432622573191,-79.898596275508,8.520000457763672,249.766845703125,5,262.27713862740467,1579209082994.5322
36.06429530478159,-79.89869959874477,7.480000019073486,249.766845703125,5,261.6612417858357,1579209083994.5127
36.064274338388756,-79.89876265854393,5.929999828338623,249.766845703125,5,260.1603123499757,1579209084994.4932
36.06424632083906,-79.89885898338088,4.519999980926514,248.3544158935547,5,259.60997991170905,1579209086994.4548
36.064225107863145,-79.8989248188376,1.590000033378601,248.3544158935547,5,258.53007811304434,1579209088994.4158
36.06420281797643,-79.898993996537,2.630000114440918,248.3544158935547,5,258.9709485217338,1579209091994.3572
