latitude,longitude,speed,heading,accuracy,altitude,time
36.064601924257616,-79.89634632131009,6.5,42.706329345703125,5,265.7527006659675,1579209010995.9312
36.06464130763089,-79.89629778732473,6.5,51.31192398071289,5,265.70412398875516,1579209011995.911
36.06468098853993,-79.89623196346776,7.440000057220459,59.29571533203125,5,265.69906672234987,1579209012995.8916
36.06471822621113,-79.89614770969973,8.079999923706055,66.46293640136719,5,265.4886274961002,1579209013995.872
36.064745638560886,-79.89605785943161,9.25,71.64075469970703,5,265.2690164258976,1579209014995.8525
36.064763007075705,-79.89597345055847,9.420000076293945,76.81575775146484,5,265.0357481818523,1579209015995.8335
36.06476776855817,-79.89586034761862,9.420000076293945,89.62228393554688,5,264.62580338071274,1579209016995.814
36.06476828167901,-79.89576448497053,8.9399995803833,89.62228393554688,5,264.669118731479,1579209017995.7947
36.06476772705534,-79.89566541858807,8.5,91.1152572631836,5,264.59106730671897,1579209018995.7747
36.064766399288764,-79.89558141491148,7.650000095367432,91.1152572631836,5,264.78734407028725,1579209019995.7556
